a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,p16,r17,s18,t19,u20,v21,w22,x23,y24,z25,aa26,bb27,cc28,dd29,ee30,ff31,gg32,hh33,ii34,jj35,kk36,ll37,mm38,mm39,nn40,oo41,pp42,qq43,rr44,ss45,tt46,uu47,vv48,ww49,xx50,yy51,zz52,aaa53,bbb54,ccc55,ddd56,eee57,fff58,ggg59,hhh60,iii61,jjj62,kkk63,lll64,mmm65,nnn66,
5115,9734,weaponcamo,LOOT_AUG_WCAMO_38,wcamo_aug_super_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D37F,,,loot,0,,0,0,,,,1,,,wc_super_04,460,0,LootDrop6,
5116,9735,weaponcamo,LOOT_AUG_WCAMO_39,wcamo_aug_super_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D380,,,loot,0,,0,0,,,,1,,,wc_super_05,460,0,LootDrop6,
5117,9736,weaponcamo,LOOT_AUG_WCAMO_40,wcamo_aug_super_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D381,,,loot,0,,0,0,,,,2,,,wc_super_06,775,0,LootDrop6,
5118,9737,weaponcamo,LOOT_AUG_WCAMO_41,wcamo_aug_super_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D382,,,loot,0,,0,0,,,,3,,,wc_super_07,2150,0,LootDrop6,
5119,9738,weaponcamo,LOOT_AUG_WCAMO_REWARD_04,wcamo_aug_super_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D383,,,reward,0,,0,0,,,,0,,,wc_super_reward,4025,0,LootDrop6,
5120,9739,charactercamo,LOOT_AUG_CCAMO_01,ccamo_aug_lynxcq300_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D385,,,loot,0,,0,0,,,,3,,,ccamo_lynxcq300,2150,0,LootDrop6,
5121,9740,charactercamo,LOOT_AUG_CCAMO_02,ccamo_aug_pkpsd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D386,,,loot,0,,0,0,,,,1,,,ccamo_pkpsd9,460,0,LootDrop6,
5122,9741,charactercamo,LOOT_AUG_CCAMO_03,ccamo_aug_br9_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D387,,,loot,0,,0,0,,,,2,,,ccamo_br9,775,0,LootDrop6,
5123,9742,charactercamo,LOOT_AUG_CCAMO_04,ccamo_aug_centermass_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D388,,,loot,0,,0,0,,,,1,,,ccamo_centermass,460,0,LootDrop6,
5124,9743,charactercamo,LOOT_AUG_CCAMO_05,ccamo_aug_elder_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D389,,,loot,0,,0,0,,,,3,,,ccamo_elder,2150,0,LootDrop6,
5125,9744,charactercamo,LOOT_AUG_CCAMO_06,ccamo_aug_obsidian_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D38A,,,loot,0,,0,0,,,,3,,,ccamo_obsidian,2150,0,LootDrop6,
5126,9745,charactercamo,LOOT_AUG_CCAMO_07,ccamo_aug_ghillie_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D38B,,,loot,0,,0,0,,,,1,,,ccamo_ghillie,460,0,LootDrop6,
5127,9746,charactercamo,LOOT_AUG_CCAMO_08,ccamo_aug_urbanoperator_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D38C,,,loot,0,,0,0,,,,1,,,ccamo_urbanoperator,460,0,LootDrop6,
5128,9747,charactercamo,LOOT_AUG_CCAMO_09,ccamo_aug_firedrake_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D38D,,,loot,0,,0,0,,,,1,,,ccamo_firedrake,460,0,LootDrop6,
5129,9748,charactercamo,LOOT_AUG_CCAMO_10,ccamo_aug_specops_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D38E,,,loot,0,,0,0,,,,2,,,ccamo_specops,775,0,LootDrop6,
5130,9749,charactercamo,LOOT_AUG_CCAMO_11,ccamo_aug_enforce_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D38F,,,loot,0,,0,0,,,,1,,,ccamo_enforce,460,0,LootDrop6,
5131,9750,charactercamo,LOOT_AUG_CCAMO_12,ccamo_aug_barber_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D390,,,loot,0,,0,0,,,,2,,,ccamo_barber,775,0,LootDrop6,
5132,9751,charactercamo,LOOT_AUG_CCAMO_13,ccamo_aug_dangerclose_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D391,,,loot,0,,0,0,,,,0,,,ccamo_dangerclose,275,0,LootDrop6,
5133,9752,furniturekit,LOOT_AUG_ITEMSET_10_SPECOPS,fk_spo,,h1_weapon_kit_icon_aug_specops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D392,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop6,
5134,9753,furniturekit,LOOT_AUG_ITEMSET_04_CENTERMASS,fk_ctm,,h1_weapon_kit_icon_aug_centermass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D394,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop6,
5135,9754,furniturekit,LOOT_AUG_ITEMSET_05_ELDER,fk_edr,,h1_weapon_kit_icon_aug_elder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D396,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop6,
5136,9755,furniturekit,LOOT_AUG_ITEMSET_06_OBSIDIAN,fk_osd,,h1_weapon_kit_icon_aug_obsidian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D398,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop6,
5137,9756,furniturekit,LOOT_AUG_ITEMSET_07_GHILLIE,fk_gle,,h1_weapon_kit_icon_aug_ghillie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D39A,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop6,
5138,9757,furniturekit,LOOT_AUG_ITEMSET_08_URBANOPERATOR,fk_uop,,h1_weapon_kit_icon_aug_urbanoperator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D39C,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop6,
5139,9758,furniturekit,LOOT_AUG_ITEMSET_09_FIREDRAKE,fk_frd,,h1_weapon_kit_icon_aug_firedrake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D39E,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop6,
5140,9759,furniturekit,LOOT_AUG_WKIT_01,fk_frt,,h1_weapon_kit_icon_aug_barber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3A0,,,loot,0,,0,0,,,,3,,,,2150,0,LootDrop6,
5141,9760,reticle,LOOT_AUG_RET_01,ret_aug_lynxcq300_01,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3A1,,,loot,0,,0,0,,,,1,,,ret_lynxcq300_01,165,0,LootDrop6,
5142,9761,reticle,LOOT_AUG_RET_02,ret_aug_pkpsd9_01,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3A2,,,loot,0,,0,0,,,,0,,,ret_pkpsd9_01,100,0,LootDrop6,
5143,9762,reticle,LOOT_AUG_RET_03,ret_aug_centermass_01,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3A3,,,loot,0,,0,0,,,,1,,,ret_centermass_01,165,0,LootDrop6,
5144,9763,reticle,LOOT_AUG_RET_04,ret_aug_elder_01,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3A4,,,loot,0,,0,0,,,,0,,,ret_elder_01,100,0,LootDrop6,
5145,9764,reticle,LOOT_AUG_RET_05,ret_aug_obsidian_01,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3A5,,,loot,0,,0,0,,,,1,,,ret_obsidian_01,165,0,LootDrop6,
5146,9765,reticle,LOOT_AUG_RET_06,ret_aug_ghillie_01,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3A6,,,loot,0,,0,0,,,,1,,,ret_ghillie_01,165,0,LootDrop6,
5147,9766,reticle,LOOT_AUG_RET_07,ret_aug_urbanoperator_01,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3A7,,,loot,0,,0,0,,,,0,,,ret_urbanoperator_01,100,0,LootDrop6,
5148,9767,reticle,LOOT_AUG_RET_08,ret_aug_firedrake_01,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3A8,,,loot,0,,0,0,,,,2,,,ret_firedrake_01,460,0,LootDrop6,
5149,9768,reticle,LOOT_AUG_RET_09,ret_aug_specops_01,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3A9,,,loot,0,,0,0,,,,0,,,ret_specops_01,100,0,LootDrop6,
5150,9769,reticle,LOOT_AUG_RET_10,ret_aug_enforce_01,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3AA,,,loot,0,,0,0,,,,1,,,ret_enforce_01,165,0,LootDrop6,
5151,9770,reticle,LOOT_AUG_RET_11,ret_aug_barber_01,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3AB,,,loot,0,,0,0,,,,0,,,ret_barber_01,100,0,LootDrop6,
5152,9771,reticle,LOOT_AUG_RET_12,ret_aug_dangerclose_01,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3AC,,,loot,0,,0,0,,,,1,,,ret_dangerclose_01,165,0,LootDrop6,
5153,9772,reticle,LOOT_AUG_RET_13,ret_aug_monarch2_01,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3AD,,,loot,0,,0,0,,,,0,,,ret_monarch2_01,100,0,LootDrop6,
5154,9773,reticle,LOOT_AUG_RET_14,ret_aug_monarch2_02,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3AE,,,loot,0,,0,0,,,,0,,,ret_monarch2_02,100,0,LootDrop6,
5155,9774,reticle,LOOT_AUG_RET_15,ret_aug_monarch2_03,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3AF,,,loot,0,,0,0,,,,0,,,ret_monarch2_03,100,0,LootDrop6,
5156,9775,reticle,LOOT_AUG_RET_16,ret_aug_monarch2_04,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3B0,,,loot,0,,0,0,,,,1,,,ret_monarch2_04,165,0,LootDrop6,
5157,9776,reticle,LOOT_AUG_RET_17,ret_aug_monarch2_05,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3B1,,,loot,0,,0,0,,,,1,,,ret_monarch2_05,165,0,LootDrop6,
5158,9777,reticle,LOOT_AUG_RET_18,ret_aug_monarch2_06,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3B2,,,loot,0,,0,0,,,,2,,,ret_monarch2_06,460,0,LootDrop6,
5159,9778,reticle,LOOT_AUG_RET_19,ret_aug_monarch2_07,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3B3,,,loot,0,,0,0,,,,3,,,ret_monarch2_07,1300,0,LootDrop6,
5160,9779,reticle,LOOT_AUG_RET_REWARD_01,ret_aug_monarch2_reward,,h1_ret_apr_facet_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3B4,,,reward,0,,0,0,,,,0,,,ret_monarch2_reward,3950,0,LootDrop6,
5161,9780,reticle,LOOT_AUG_RET_20,ret_aug_wildcard_01,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3B6,,,loot,0,,0,0,,,,0,,,ret_wildcard_01,100,0,LootDrop6,
5162,9781,reticle,LOOT_AUG_RET_21,ret_aug_wildcard_02,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3B7,,,loot,0,,0,0,,,,0,,,ret_wildcard_02,100,0,LootDrop6,
5163,9782,reticle,LOOT_AUG_RET_22,ret_aug_wildcard_03,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3B8,,,loot,0,,0,0,,,,0,,,ret_wildcard_03,100,0,LootDrop6,
5164,9783,reticle,LOOT_AUG_RET_23,ret_aug_wildcard_04,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3B9,,,loot,0,,0,0,,,,1,,,ret_wildcard_04,165,0,LootDrop6,
5165,9784,reticle,LOOT_AUG_RET_24,ret_aug_wildcard_05,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3BA,,,loot,0,,0,0,,,,1,,,ret_wildcard_05,165,0,LootDrop6,
5166,9785,reticle,LOOT_AUG_RET_25,ret_aug_wildcard_06,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3BB,,,loot,0,,0,0,,,,2,,,ret_wildcard_06,460,0,LootDrop6,
5167,9786,reticle,LOOT_AUG_RET_26,ret_aug_wildcard_07,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3BC,,,loot,0,,0,0,,,,3,,,ret_wildcard_07,1300,0,LootDrop6,
5168,9787,reticle,LOOT_AUG_RET_REWARD_02,ret_aug_wildcard_reward,,h1_ret_apr_facet_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3BD,,,reward,0,,0,0,,,,0,,,ret_wildcard_reward,3950,0,LootDrop6,
5169,9788,callingcard,LOOT_AUG_CC_01,cc_aug_lynxcq300_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3BF,,,loot,0,,0,0,,,,0,,,em_bg_lynxcq300_01,165,0,LootDrop6,
5170,9789,callingcard,LOOT_AUG_CC_02,cc_aug_pkpsd9_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3C0,,,loot,0,,0,0,,,,1,,,em_bg_pkpsd9_01,275,0,LootDrop6,
5171,9790,callingcard,LOOT_AUG_CC_03,cc_aug_br9_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3C1,,,loot,0,,0,0,,,,0,,,em_bg_br9_01,165,0,LootDrop6,
5172,9791,callingcard,LOOT_AUG_CC_04,cc_aug_centermass_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3C2,,,loot,0,,0,0,,,,3,,,em_bg_centermass_01,1300,0,LootDrop6,
5173,9792,callingcard,LOOT_AUG_CC_05,cc_aug_elder_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3C3,,,loot,0,,0,0,,,,2,,,em_bg_elder_01,775,0,LootDrop6,
5174,9793,callingcard,LOOT_AUG_CC_06,cc_aug_obsidian_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3C4,,,loot,0,,0,0,,,,0,,,em_bg_obsidian_01,165,0,LootDrop6,
5175,9794,callingcard,LOOT_AUG_CC_07,cc_aug_ghillie_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3C5,,,loot,0,,0,0,,,,3,,,em_bg_ghillie_01,1300,0,LootDrop6,
5176,9795,callingcard,LOOT_AUG_CC_08,cc_aug_urbanoperator_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3C6,,,loot,0,,0,0,,,,0,,,em_bg_urbanoperator_01,165,0,LootDrop6,
5177,9796,callingcard,LOOT_AUG_CC_09,cc_aug_firedrake_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3C7,,,loot,0,,0,0,,,,0,,,em_bg_firedrake_01,165,0,LootDrop6,
5178,9797,callingcard,LOOT_AUG_CC_10,cc_aug_specops_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3C8,,,loot,0,,0,0,,,,1,,,em_bg_specops_01,275,0,LootDrop6,
5179,9798,callingcard,LOOT_AUG_CC_11,cc_aug_enforce_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3C9,,,loot,0,,0,0,,,,0,,,em_bg_enforce_01,165,0,LootDrop6,
5180,9799,callingcard,LOOT_AUG_CC_12,cc_aug_barber_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3CA,,,loot,0,,0,0,,,,0,,,em_bg_barber_01,165,0,LootDrop6,
5181,9800,callingcard,LOOT_AUG_CC_13,cc_aug_dangerclose_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3CB,,,loot,0,,0,0,,,,2,,,em_bg_dangerclose_01,775,0,LootDrop6,
5182,9801,callingcard,LOOT_AUG_CC_14,cc_aug_pharaoh_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3CC,,,loot,0,,0,0,,,,0,,,em_bg_pharaoh_01,165,0,LootDrop6,
5183,9802,callingcard,LOOT_AUG_CC_15,cc_aug_pharaoh_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3CD,,,loot,0,,0,0,,,,0,,,em_bg_pharaoh_02,165,0,LootDrop6,
5184,9803,callingcard,LOOT_AUG_CC_16,cc_aug_pharaoh_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3CE,,,loot,0,,0,0,,,,1,,,em_bg_pharaoh_03,275,0,LootDrop6,
5185,9804,callingcard,LOOT_AUG_CC_17,cc_aug_pharaoh_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3CF,,,loot,0,,0,0,,,,1,,,em_bg_pharaoh_04,275,0,LootDrop6,
5186,9805,callingcard,LOOT_AUG_CC_18,cc_aug_pharaoh_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3D0,,,loot,0,,0,0,,,,1,,,em_bg_pharaoh_05,275,0,LootDrop6,
5187,9806,callingcard,LOOT_AUG_CC_19,cc_aug_pharaoh_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3D1,,,loot,0,,0,0,,,,2,,,em_bg_pharaoh_06,775,0,LootDrop6,
5188,9807,callingcard,LOOT_AUG_CC_20,cc_aug_pharaoh_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3D2,,,loot,0,,0,0,,,,3,,,em_bg_pharaoh_07,1300,0,LootDrop6,
5189,9808,callingcard,LOOT_AUG_CC_REWARD_01,cc_aug_pharaoh_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3D3,,,reward,0,,0,0,,,,0,,,em_bg_pharaoh_reward,3950,0,LootDrop6,
5190,9809,callingcard,LOOT_AUG_CC_21,cc_aug_nitro_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3D5,,,loot,0,,0,0,,,,0,,,em_bg_nitro_01,165,0,LootDrop6,
5191,9810,callingcard,LOOT_AUG_CC_22,cc_aug_nitro_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3D6,,,loot,0,,0,0,,,,0,,,em_bg_nitro_02,165,0,LootDrop6,
5192,9811,callingcard,LOOT_AUG_CC_23,cc_aug_nitro_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3D7,,,loot,0,,0,0,,,,1,,,em_bg_nitro_03,275,0,LootDrop6,
5193,9812,callingcard,LOOT_AUG_CC_24,cc_aug_nitro_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3D8,,,loot,0,,0,0,,,,1,,,em_bg_nitro_04,275,0,LootDrop6,
5194,9813,callingcard,LOOT_AUG_CC_25,cc_aug_nitro_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3D9,,,loot,0,,0,0,,,,1,,,em_bg_nitro_05,275,0,LootDrop6,
5195,9814,callingcard,LOOT_AUG_CC_26,cc_aug_nitro_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3DA,,,loot,0,,0,0,,,,2,,,em_bg_nitro_06,775,0,LootDrop6,
5196,9815,callingcard,LOOT_AUG_CC_27,cc_aug_nitro_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3DB,,,loot,0,,0,0,,,,3,,,em_bg_nitro_07,1300,0,LootDrop6,
5197,9816,callingcard,LOOT_AUG_CC_REWARD_02,cc_aug_nitro_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3DC,,,reward,0,,0,0,,,,0,,,em_bg_nitro_reward,3950,0,LootDrop6,
5198,9817,callingcard,LOOT_AUG_CC_28,cc_aug_extraterrestrial_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3DE,,,loot,0,,0,0,,,,0,,,em_bg_extraterrestrial_01,165,0,LootDrop6,
5199,9818,callingcard,LOOT_AUG_CC_29,cc_aug_extraterrestrial_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3DF,,,loot,0,,0,0,,,,0,,,em_bg_extraterrestrial_02,165,0,LootDrop6,
5200,9819,callingcard,LOOT_AUG_CC_30,cc_aug_extraterrestrial_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3E0,,,loot,0,,0,0,,,,1,,,em_bg_extraterrestrial_03,275,0,LootDrop6,
5201,9820,callingcard,LOOT_AUG_CC_31,cc_aug_extraterrestrial_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3E1,,,loot,0,,0,0,,,,1,,,em_bg_extraterrestrial_04,275,0,LootDrop6,
5202,9821,callingcard,LOOT_AUG_CC_32,cc_aug_extraterrestrial_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3E2,,,loot,0,,0,0,,,,1,,,em_bg_extraterrestrial_05,275,0,LootDrop6,
5203,9822,callingcard,LOOT_AUG_CC_33,cc_aug_extraterrestrial_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3E3,,,loot,0,,0,0,,,,2,,,em_bg_extraterrestrial_06,775,0,LootDrop6,
5204,9823,callingcard,LOOT_AUG_CC_34,cc_aug_extraterrestrial_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3E4,,,loot,0,,0,0,,,,3,,,em_bg_extraterrestrial_07,1300,0,LootDrop6,
5205,9824,callingcard,LOOT_AUG_CC_REWARD_03,cc_aug_extraterrestrial_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3E5,,,reward,0,,0,0,,,,0,,,em_bg_extraterrestrial_reward,3950,0,LootDrop6,
5206,9825,emblem,LOOT_AUG_EM_01,em_aug_lynxcq300_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3E7,,,loot,0,,0,0,,,,0,,,em_st_lynxcq300_01,165,0,LootDrop6,
5207,9826,emblem,LOOT_AUG_EM_02,em_aug_pkpsd9_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3E8,,,loot,0,,0,0,,,,0,,,em_st_pkpsd9_01,165,0,LootDrop6,
5208,9827,emblem,LOOT_AUG_EM_03,em_aug_br9_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3E9,,,loot,0,,0,0,,,,1,,,em_st_br9_01,275,0,LootDrop6,
5209,9828,emblem,LOOT_AUG_EM_04,em_aug_centermass_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3EA,,,loot,0,,0,0,,,,0,,,em_st_centermass_01,165,0,LootDrop6,
5210,9829,emblem,LOOT_AUG_EM_05,em_aug_elder_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3EB,,,loot,0,,0,0,,,,1,,,em_st_elder_01,275,0,LootDrop6,
5211,9830,emblem,LOOT_AUG_EM_07,em_aug_ghillie_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3EC,,,loot,0,,0,0,,,,0,,,em_st_ghillie_01,165,0,LootDrop6,
5212,9831,emblem,LOOT_AUG_EM_08,em_aug_urbanoperator_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3ED,,,loot,0,,0,0,,,,1,,,em_st_urbanoperator_01,275,0,LootDrop6,
5213,9832,emblem,LOOT_AUG_EM_10,em_aug_specops_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D3EE,,,loot,0,,0,0,,,,0,,,em_st_specops_01,165,0,LootDrop6,
