model,category,idIndex,primaryid,collision,transient override,lobmodel,viewmodel,worldmat,viewmat,group1,group2,group3,group4,group5,group6,group7,group8,wetmodel,wetviewmodel,productionLevel,
head_h_alexander_spetsnaz_woodland_shotgun_mp,head,77,79,0,,head_h_alexander_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,Gold,
head_h_alexander_spetsnaz_woodland_smg_mp,head,77,79,0,,head_h_alexander_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,Gold,
head_h_alexander_spetsnaz_woodland_smg_mp,head,77,79,0,,head_h_alexander_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,Gold,
head_h_alexander_spetsnaz_woodland_sniper_mp,head,77,79,0,,head_h_alexander_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,Gold,
head_h_alexander_usmc_desert_lmg_mp,head,77,79,0,,head_h_alexander_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,Gold,
head_h_alexander_usmc_desert_shotgun_mp,head,77,79,0,,head_h_alexander_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,Gold,
head_h_alexander_usmc_desert_smg_mp,head,77,79,0,,head_h_alexander_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,Gold,
head_h_alexander_usmc_desert_sniper_mp,head,77,79,0,,head_h_alexander_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,Gold,
head_a_dunn_sas_ct_assault_mp,head,78,80,0,,head_a_dunn_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,Gold,
head_a_dunn_sas_woodland_assault_mp,head,78,80,0,,head_a_dunn_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,Gold,
head_a_dunn_spetsnaz_woodland_assault_mp,head,78,80,0,,head_a_dunn_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,Gold,
head_a_dunn_spetsnaz_woodland_assault_mp,head,78,80,0,,head_a_dunn_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,Gold,
head_a_dunn_usmc_desert_assault_mp,head,78,80,0,,head_a_dunn_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,Gold,
head_a_dunn_arab_desert_assault_mp,head,78,80,0,,head_a_dunn_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,Gold,
head_a_dunn_arab_desert_lmg_mp,head,78,80,0,,head_a_dunn_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,Gold,
head_a_dunn_arab_desert_shotgun_mp,head,78,80,0,,head_a_dunn_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,Gold,
head_a_dunn_arab_desert_smg_mp,head,78,80,0,,head_a_dunn_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,Gold,
head_a_dunn_arab_desert_sniper_mp,head,78,80,0,,head_a_dunn_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,Gold,
head_a_dunn_sas_ct_lmg_mp,head,78,80,0,,head_a_dunn_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,Gold,
head_a_dunn_sas_ct_shotgun_mp,head,78,80,0,,head_a_dunn_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,Gold,
head_a_dunn_sas_ct_smg_mp,head,78,80,0,,head_a_dunn_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,Gold,
head_a_dunn_sas_ct_sniper_mp,head,78,80,0,,head_a_dunn_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,Gold,
head_a_dunn_sas_woodland_lmg_mp,head,78,80,0,,head_a_dunn_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,Gold,
head_a_dunn_sas_woodland_shotgun_mp,head,78,80,0,,head_a_dunn_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,Gold,
head_a_dunn_sas_woodland_smg_mp,head,78,80,0,,head_a_dunn_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,Gold,
head_a_dunn_sas_woodland_sniper_mp,head,78,80,0,,head_a_dunn_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,Gold,
head_a_dunn_spetsnaz_urban_sniper_mp,head,78,80,0,,head_a_dunn_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,Gold,
head_a_dunn_spetsnaz_woodland_lmg_mp,head,78,80,0,,head_a_dunn_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,Gold,
head_a_dunn_spetsnaz_woodland_lmg_mp,head,78,80,0,,head_a_dunn_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,Gold,
head_a_dunn_spetsnaz_woodland_shotgun_mp,head,78,80,0,,head_a_dunn_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,Gold,
head_a_dunn_spetsnaz_woodland_shotgun_mp,head,78,80,0,,head_a_dunn_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,Gold,
head_a_dunn_spetsnaz_woodland_smg_mp,head,78,80,0,,head_a_dunn_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,Gold,
head_a_dunn_spetsnaz_woodland_smg_mp,head,78,80,0,,head_a_dunn_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,Gold,
head_a_dunn_spetsnaz_woodland_sniper_mp,head,78,80,0,,head_a_dunn_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,Gold,
head_a_dunn_usmc_desert_lmg_mp,head,78,80,0,,head_a_dunn_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,Gold,
head_a_dunn_usmc_desert_shotgun_mp,head,78,80,0,,head_a_dunn_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,Gold,
head_a_dunn_usmc_desert_smg_mp,head,78,80,0,,head_a_dunn_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,Gold,
head_a_dunn_usmc_desert_sniper_mp,head,78,80,0,,head_a_dunn_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,Gold,
head_l_mccarthy_sas_ct_assault_mp,head,79,81,0,,head_l_mccarthy_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,Gold,
head_l_mccarthy_sas_woodland_assault_mp,head,79,81,0,,head_l_mccarthy_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,Gold,
head_l_mccarthy_spetsnaz_woodland_assault_mp,head,79,81,0,,head_l_mccarthy_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,Gold,
head_l_mccarthy_spetsnaz_woodland_assault_mp,head,79,81,0,,head_l_mccarthy_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,Gold,
head_l_mccarthy_usmc_desert_assault_mp,head,79,81,0,,head_l_mccarthy_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,Gold,
head_l_mccarthy_arab_desert_assault_mp,head,79,81,0,,head_l_mccarthy_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,Gold,
head_l_mccarthy_arab_desert_lmg_mp,head,79,81,0,,head_l_mccarthy_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,Gold,
head_l_mccarthy_arab_desert_shotgun_mp,head,79,81,0,,head_l_mccarthy_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,Gold,
head_l_mccarthy_arab_desert_smg_mp,head,79,81,0,,head_l_mccarthy_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,Gold,
head_l_mccarthy_arab_desert_sniper_mp,head,79,81,0,,head_l_mccarthy_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,Gold,
head_l_mccarthy_sas_ct_lmg_mp,head,79,81,0,,head_l_mccarthy_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,Gold,
head_l_mccarthy_sas_ct_shotgun_mp,head,79,81,0,,head_l_mccarthy_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,Gold,
head_l_mccarthy_sas_ct_smg_mp,head,79,81,0,,head_l_mccarthy_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,Gold,
head_l_mccarthy_sas_ct_sniper_mp,head,79,81,0,,head_l_mccarthy_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,Gold,
head_l_mccarthy_sas_woodland_lmg_mp,head,79,81,0,,head_l_mccarthy_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,Gold,
head_l_mccarthy_sas_woodland_shotgun_mp,head,79,81,0,,head_l_mccarthy_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,Gold,
head_l_mccarthy_sas_woodland_smg_mp,head,79,81,0,,head_l_mccarthy_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,Gold,
head_l_mccarthy_sas_woodland_sniper_mp,head,79,81,0,,head_l_mccarthy_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,Gold,
head_l_mccarthy_spetsnaz_urban_sniper_mp,head,79,81,0,,head_l_mccarthy_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,Gold,
head_l_mccarthy_spetsnaz_woodland_lmg_mp,head,79,81,0,,head_l_mccarthy_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,Gold,
head_l_mccarthy_spetsnaz_woodland_lmg_mp,head,79,81,0,,head_l_mccarthy_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,Gold,
head_l_mccarthy_spetsnaz_woodland_shotgun_mp,head,79,81,0,,head_l_mccarthy_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,Gold,
head_l_mccarthy_spetsnaz_woodland_shotgun_mp,head,79,81,0,,head_l_mccarthy_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,Gold,
head_l_mccarthy_spetsnaz_woodland_smg_mp,head,79,81,0,,head_l_mccarthy_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,Gold,
head_l_mccarthy_spetsnaz_woodland_smg_mp,head,79,81,0,,head_l_mccarthy_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,Gold,
head_l_mccarthy_spetsnaz_woodland_sniper_mp,head,79,81,0,,head_l_mccarthy_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,Gold,
head_l_mccarthy_usmc_desert_lmg_mp,head,79,81,0,,head_l_mccarthy_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,Gold,
head_l_mccarthy_usmc_desert_shotgun_mp,head,79,81,0,,head_l_mccarthy_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,Gold,
head_l_mccarthy_usmc_desert_smg_mp,head,79,81,0,,head_l_mccarthy_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,Gold,
head_l_mccarthy_usmc_desert_sniper_mp,head,79,81,0,,head_l_mccarthy_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,Gold,
head_y_senat_sas_ct_assault_mp,head,80,82,0,,head_y_senat_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,Gold,
head_y_senat_sas_woodland_assault_mp,head,80,82,0,,head_y_senat_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,Gold,
head_y_senat_spetsnaz_woodland_assault_mp,head,80,82,0,,head_y_senat_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,Gold,
head_y_senat_spetsnaz_woodland_assault_mp,head,80,82,0,,head_y_senat_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,Gold,
head_y_senat_usmc_desert_assault_mp,head,80,82,0,,head_y_senat_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,Gold,
head_y_senat_arab_desert_assault_mp,head,80,82,0,,head_y_senat_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,Gold,
head_y_senat_arab_desert_lmg_mp,head,80,82,0,,head_y_senat_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,Gold,
head_y_senat_arab_desert_shotgun_mp,head,80,82,0,,head_y_senat_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,Gold,
head_y_senat_arab_desert_smg_mp,head,80,82,0,,head_y_senat_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,Gold,
head_y_senat_arab_desert_sniper_mp,head,80,82,0,,head_y_senat_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,Gold,
head_y_senat_sas_ct_lmg_mp,head,80,82,0,,head_y_senat_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,Gold,
head_y_senat_sas_ct_shotgun_mp,head,80,82,0,,head_y_senat_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,Gold,
head_y_senat_sas_ct_smg_mp,head,80,82,0,,head_y_senat_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,Gold,
head_y_senat_sas_ct_sniper_mp,head,80,82,0,,head_y_senat_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,Gold,
head_y_senat_sas_woodland_lmg_mp,head,80,82,0,,head_y_senat_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,Gold,
head_y_senat_sas_woodland_shotgun_mp,head,80,82,0,,head_y_senat_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,Gold,
head_y_senat_sas_woodland_smg_mp,head,80,82,0,,head_y_senat_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,Gold,
head_y_senat_sas_woodland_sniper_mp,head,80,82,0,,head_y_senat_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,Gold,
head_y_senat_spetsnaz_urban_sniper_mp,head,80,82,0,,head_y_senat_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,Gold,
head_y_senat_spetsnaz_woodland_lmg_mp,head,80,82,0,,head_y_senat_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,Gold,
head_y_senat_spetsnaz_woodland_lmg_mp,head,80,82,0,,head_y_senat_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,Gold,
head_y_senat_spetsnaz_woodland_shotgun_mp,head,80,82,0,,head_y_senat_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,Gold,
head_y_senat_spetsnaz_woodland_shotgun_mp,head,80,82,0,,head_y_senat_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,Gold,
head_y_senat_spetsnaz_woodland_smg_mp,head,80,82,0,,head_y_senat_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,Gold,
head_y_senat_spetsnaz_woodland_smg_mp,head,80,82,0,,head_y_senat_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,Gold,
head_y_senat_spetsnaz_woodland_sniper_mp,head,80,82,0,,head_y_senat_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,Gold,
head_y_senat_usmc_desert_lmg_mp,head,80,82,0,,head_y_senat_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,Gold,
head_y_senat_usmc_desert_shotgun_mp,head,80,82,0,,head_y_senat_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,Gold,
head_y_senat_usmc_desert_smg_mp,head,80,82,0,,head_y_senat_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,Gold,
head_y_senat_usmc_desert_sniper_mp,head,80,82,0,,head_y_senat_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,Gold,
head_k_quiceno_sas_ct_assault_mp,head,81,83,0,,head_k_quiceno_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,Gold,
head_k_quiceno_sas_woodland_assault_mp,head,81,83,0,,head_k_quiceno_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,Gold,
head_k_quiceno_spetsnaz_woodland_assault_mp,head,81,83,0,,head_k_quiceno_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,Gold,
head_k_quiceno_spetsnaz_woodland_assault_mp,head,81,83,0,,head_k_quiceno_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,Gold,
head_k_quiceno_usmc_desert_assault_mp,head,81,83,0,,head_k_quiceno_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,Gold,
head_k_quiceno_arab_desert_assault_mp,head,81,83,0,,head_k_quiceno_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,Gold,
head_k_quiceno_arab_desert_lmg_mp,head,81,83,0,,head_k_quiceno_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,Gold,
head_k_quiceno_arab_desert_shotgun_mp,head,81,83,0,,head_k_quiceno_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,Gold,
head_k_quiceno_arab_desert_smg_mp,head,81,83,0,,head_k_quiceno_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,Gold,
head_k_quiceno_arab_desert_sniper_mp,head,81,83,0,,head_k_quiceno_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,Gold,
head_k_quiceno_sas_ct_lmg_mp,head,81,83,0,,head_k_quiceno_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,Gold,
head_k_quiceno_sas_ct_shotgun_mp,head,81,83,0,,head_k_quiceno_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,Gold,
head_k_quiceno_sas_ct_smg_mp,head,81,83,0,,head_k_quiceno_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,Gold,
head_k_quiceno_sas_ct_sniper_mp,head,81,83,0,,head_k_quiceno_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,Gold,
head_k_quiceno_sas_woodland_lmg_mp,head,81,83,0,,head_k_quiceno_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,Gold,
head_k_quiceno_sas_woodland_shotgun_mp,head,81,83,0,,head_k_quiceno_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,Gold,
head_k_quiceno_sas_woodland_smg_mp,head,81,83,0,,head_k_quiceno_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,Gold,
head_k_quiceno_sas_woodland_sniper_mp,head,81,83,0,,head_k_quiceno_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,Gold,
head_k_quiceno_spetsnaz_urban_sniper_mp,head,81,83,0,,head_k_quiceno_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,Gold,
head_k_quiceno_spetsnaz_woodland_lmg_mp,head,81,83,0,,head_k_quiceno_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,Gold,
head_k_quiceno_spetsnaz_woodland_lmg_mp,head,81,83,0,,head_k_quiceno_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,Gold,
head_k_quiceno_spetsnaz_woodland_shotgun_mp,head,81,83,0,,head_k_quiceno_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,Gold,
head_k_quiceno_spetsnaz_woodland_shotgun_mp,head,81,83,0,,head_k_quiceno_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,Gold,
head_k_quiceno_spetsnaz_woodland_smg_mp,head,81,83,0,,head_k_quiceno_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,Gold,
head_k_quiceno_spetsnaz_woodland_smg_mp,head,81,83,0,,head_k_quiceno_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,Gold,
head_k_quiceno_spetsnaz_woodland_sniper_mp,head,81,83,0,,head_k_quiceno_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,Gold,
head_k_quiceno_usmc_desert_lmg_mp,head,81,83,0,,head_k_quiceno_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,Gold,
head_k_quiceno_usmc_desert_shotgun_mp,head,81,83,0,,head_k_quiceno_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,Gold,
head_k_quiceno_usmc_desert_smg_mp,head,81,83,0,,head_k_quiceno_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,Gold,
head_k_quiceno_usmc_desert_sniper_mp,head,81,83,0,,head_k_quiceno_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,Gold,
head_n_kumari_sas_ct_assault_mp,head,82,84,0,,head_n_kumari_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,Gold,
head_n_kumari_sas_woodland_assault_mp,head,82,84,0,,head_n_kumari_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,Gold,
head_n_kumari_spetsnaz_woodland_assault_mp,head,82,84,0,,head_n_kumari_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,Gold,
head_n_kumari_spetsnaz_woodland_assault_mp,head,82,84,0,,head_n_kumari_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,Gold,
head_n_kumari_usmc_desert_assault_mp,head,82,84,0,,head_n_kumari_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,Gold,
head_n_kumari_arab_desert_assault_mp,head,82,84,0,,head_n_kumari_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,Gold,
head_n_kumari_arab_desert_lmg_mp,head,82,84,0,,head_n_kumari_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,Gold,
head_n_kumari_arab_desert_shotgun_mp,head,82,84,0,,head_n_kumari_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,Gold,
head_n_kumari_arab_desert_smg_mp,head,82,84,0,,head_n_kumari_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,Gold,
head_n_kumari_arab_desert_sniper_mp,head,82,84,0,,head_n_kumari_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,Gold,
head_n_kumari_sas_ct_lmg_mp,head,82,84,0,,head_n_kumari_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,Gold,
head_n_kumari_sas_ct_shotgun_mp,head,82,84,0,,head_n_kumari_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,Gold,
head_n_kumari_sas_ct_smg_mp,head,82,84,0,,head_n_kumari_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,Gold,
head_n_kumari_sas_ct_sniper_mp,head,82,84,0,,head_n_kumari_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,Gold,
head_n_kumari_sas_woodland_lmg_mp,head,82,84,0,,head_n_kumari_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,Gold,
head_n_kumari_sas_woodland_shotgun_mp,head,82,84,0,,head_n_kumari_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,Gold,
head_n_kumari_sas_woodland_smg_mp,head,82,84,0,,head_n_kumari_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,Gold,
head_n_kumari_sas_woodland_sniper_mp,head,82,84,0,,head_n_kumari_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,Gold,
head_n_kumari_spetsnaz_urban_sniper_mp,head,82,84,0,,head_n_kumari_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,Gold,
head_n_kumari_spetsnaz_woodland_lmg_mp,head,82,84,0,,head_n_kumari_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,Gold,
head_n_kumari_spetsnaz_woodland_lmg_mp,head,82,84,0,,head_n_kumari_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,Gold,
head_n_kumari_spetsnaz_woodland_shotgun_mp,head,82,84,0,,head_n_kumari_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,Gold,
head_n_kumari_spetsnaz_woodland_shotgun_mp,head,82,84,0,,head_n_kumari_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,Gold,
head_n_kumari_spetsnaz_woodland_smg_mp,head,82,84,0,,head_n_kumari_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,Gold,
head_n_kumari_spetsnaz_woodland_smg_mp,head,82,84,0,,head_n_kumari_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,Gold,
head_n_kumari_spetsnaz_woodland_sniper_mp,head,82,84,0,,head_n_kumari_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,Gold,
head_n_kumari_usmc_desert_lmg_mp,head,82,84,0,,head_n_kumari_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,Gold,
head_n_kumari_usmc_desert_shotgun_mp,head,82,84,0,,head_n_kumari_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,Gold,
head_n_kumari_usmc_desert_smg_mp,head,82,84,0,,head_n_kumari_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,Gold,
head_n_kumari_usmc_desert_sniper_mp,head,82,84,0,,head_n_kumari_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,Gold,
head_p_starcher_v2_sas_ct_assault_mp,head,83,85,0,,head_p_starcher_v2_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,Gold,
head_p_starcher_v2_sas_woodland_assault_mp,head,83,85,0,,head_p_starcher_v2_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,Gold,
head_p_starcher_v2_spetsnaz_woodland_assault_mp,head,83,85,0,,head_p_starcher_v2_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,Gold,
head_p_starcher_v2_spetsnaz_woodland_assault_mp,head,83,85,0,,head_p_starcher_v2_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,Gold,
head_p_starcher_v2_usmc_desert_assault_mp,head,83,85,0,,head_p_starcher_v2_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,Gold,
head_p_starcher_v2_arab_desert_assault_mp,head,83,85,0,,head_p_starcher_v2_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,Gold,
head_p_starcher_v2_arab_desert_lmg_mp,head,83,85,0,,head_p_starcher_v2_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,Gold,
head_p_starcher_v2_arab_desert_shotgun_mp,head,83,85,0,,head_p_starcher_v2_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,Gold,
head_p_starcher_v2_arab_desert_smg_mp,head,83,85,0,,head_p_starcher_v2_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,Gold,
head_p_starcher_v2_arab_desert_sniper_mp,head,83,85,0,,head_p_starcher_v2_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,Gold,
head_p_starcher_v2_sas_ct_lmg_mp,head,83,85,0,,head_p_starcher_v2_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,Gold,
